function,title,count,companies,used_at
Pre-Construction & Cost,Preconstruction Manager,39,31,Alston Construction; Archkey Solutions; Balfour Beatty US; Caddell Construction; CEC; Choate Construction; CloudHQ; Comfort Systems USA - Design Mechanical; CoreWeave; Digital Realty; DPR Construction; Evans General Contractors; Fransen Pittman General Contractors; Haselden Construction; Hensel Phelps; Layton Construction; Manhattan Construction; McGough; Megawatt Construction; Meta; Power Construction; Rosendin; Ryan Companies US; Sampson Construction Co; Shawmut Design and Construction; Southway Builders; Swinerton; Switch; The Beck Group; The Haskell Company; Vantage
Pre-Construction & Cost,Senior Preconstruction Manager,30,25,Adolfson & Peterson Construction; Archkey Solutions; Barton Malow; Braconier Mechanical & Plumbing; Burns and McDonnell; Choate Construction; Clayco; CloudHQ; Crusoe; Currie & Brown; Digital Realty; GH Phipps Construction Companies; Holder Construction; McCownGordon Construction; McKinstry; Rogers-O'Brien Construction; Rosendin; Suffolk Construction; Swinerton; T5 Data Centers; The Christman Company; The Weitz Company; Turner Construction; U S Engineering; Vantage
Pre-Construction & Cost,Director of Preconstruction,19,18,Adolfson & Peterson Construction; Aligned Data Centers; Barton Malow; BW Design Group; Digital Realty; Gilbane Building; Hathaway Dinwiddie; Howell Construction; Kent Companies; P1 Group; PCL Construction; Poolside; Ryan Companies US; Satterfield & Pontikes Construction; Serverfarm; Swinerton; Switch; TDIndustries
Pre-Construction & Cost,Associate Director,16,9,Accenture; Cumming Group; Currie & Brown; Gardiner & Theobald; Mace; Mace Group; MGAC; Soben; Turton Bond
Pre-Construction & Cost,Chief Estimator,9,9,Balfour Beatty US; Collins Contracting Company; Hensel Phelps; Howard S Wright Construction; Keystone Integrated Solutions; Shawmut Design and Construction; Swinerton; The Haskell Company; Vicon Construction
Pre-Construction & Cost,Lead Estimator,8,6,Blattner; DPR Construction; Hensel Phelps; Kiewit; Rosendin; Swinerton
Pre-Construction & Cost,Estimator,7,6,Currie & Brown; DPR Construction; Google; Haselden Construction; Microsoft; Turner Construction
Pre-Construction & Cost,Preconstruction Director,7,2,Holder Construction; McCarthy Building Companies
Pre-Construction & Cost,Estimating Manager,6,6,ATG; JE Dunn Construction; Kiewit; McCarthy Building Companies; Structure Tone; Swinerton
Pre-Construction & Cost,Senior Electrical Estimator,6,6,Accenture; DPR Construction; Loenbro; Rosendin; Rosendin Electric; Walbridge
Pre-Construction & Cost,Senior MEP Estimator,5,2,DPR Construction; Suffolk Construction
Pre-Construction & Cost,Sr. Preconstruction Manager,5,5,Fortis Construction; PCL Construction; Swinerton; T5 Data Centers; Turner Construction
Pre-Construction & Cost,Associate,4,1,Currie & Brown
Pre-Construction & Cost,Project Estimator,4,3,Arcadis; Hensel Phelps; Shannon Construction
Pre-Construction & Cost,Senior Cost Manager,4,3,Microsoft; NTT Global Data Centre; Soben
Pre-Construction & Cost,Area Cost Lead,3,1,Google
Pre-Construction & Cost,Cost Control Manager,3,3,ByteDance; Crusoe; QTS Data Centers
Pre-Construction & Cost,Cost Manager,3,3,DPR Construction; Hensel Phelps; Microsoft
Pre-Construction & Cost,Director,3,3,PMA Consultants; Soben; Vantage
Pre-Construction & Cost,Director Of Preconstruction,3,3,GH Phipps Construction Companies; Rubicon Professional Services; T5 Data Centers
Pre-Construction & Cost,Director of Preconstruction & Estimating,3,3,Gilmore Construction; PCL Construction; The Weitz Company
Pre-Construction & Cost,Director of Preconstruction - Mission Critical,3,1,Ryan Companies US
Pre-Construction & Cost,Preconstruction Executive,3,3,DPR Construction; rand* construction; Turner Construction
Pre-Construction & Cost,Preconstruction Manager II,3,2,Ryan Companies US; The Weitz Company
Pre-Construction & Cost,Senior Cost Consultant,3,2,Alpine Datacenter Group; Mace
Pre-Construction & Cost,Senior Estimator - Mission Critical,3,2,Big-D Construction; Hensel Phelps
Pre-Construction & Cost,Senior Mechanical Estimator,3,3,Accenture; Jacobs; Turner Construction
Pre-Construction & Cost,Commercial Manager,2,2,Equinix; Yondr
Pre-Construction & Cost,Data Center Cost Control Program Manager,2,1,Google
Pre-Construction & Cost,Director of Estimating,2,2,Accenture; Adolfson & Peterson Construction
Pre-Construction & Cost,"Director, Preconstruction",2,2,Aligned Data Centers; Nscale
Pre-Construction & Cost,Lead Cost Manager,2,1,Accenture
Pre-Construction & Cost,Preconstruction,2,1,DPR Construction
Pre-Construction & Cost,Preconstruction Services,2,2,DPR Construction; Turner Construction
Pre-Construction & Cost,Senior Cost Controls Manager,2,1,Crusoe
Pre-Construction & Cost,Senior Cost Estimator,2,2,Hill International; OCMI
Pre-Construction & Cost,Senior Pre-Construction Manager,2,2,Crusoe; Matrix Technologies
Pre-Construction & Cost,Sr Preconstruction Manager,2,2,Fortis Construction; Turner Construction
Pre-Construction & Cost,Strategic Estimator,2,1,Microsoft
Pre-Construction & Cost,(former) Accociate Director,1,1,Accenture I&CP
Pre-Construction & Cost,(former) Senior Construction Estimator,1,1,EdgeConneX
Pre-Construction & Cost,(former) Senior MEP Estimator,1,1,Turner Construction
Pre-Construction & Cost,AI - Data Centre Campus Construction Cost Lead,1,1,Microsoft
Pre-Construction & Cost,AI - DC Cost Management Lead,1,1,Microsoft
Pre-Construction & Cost,AMERs Portfolio Cost Mgmt. Lead,1,1,Microsoft
Pre-Construction & Cost,AMERS W Regional Cost Manager: CO&I,1,1,Microsoft
Pre-Construction & Cost,"Assistant Estimator, Mission Critical",1,1,Suffolk Construction
Pre-Construction & Cost,Associate Cost Manager & Data Analyst,1,1,Currie & Brown ·
Pre-Construction & Cost,Associate Director - Cost Management,1,1,Turton Bond
Pre-Construction & Cost,Associate Director - Data Centers,1,1,Currie & Brown
Pre-Construction & Cost,Associate Director Cost Management,1,1,Cumming Group
Pre-Construction & Cost,Associate Director of Cost Management,1,1,Gardiner & Theobald
Pre-Construction & Cost,Associate Director | Mission Critical Electrical Estimating,1,1,Accenture
Pre-Construction & Cost,"Associate Director, Cost Management",1,1,Gardiner & Theobald
Pre-Construction & Cost,Associate Principal,1,1,TBD Consultants
Pre-Construction & Cost,Business Unit Preconstruction Manager,1,1,Turner Construction
Pre-Construction & Cost,Central Estimating Manager,1,1,Google
Pre-Construction & Cost,Chief Cost Estimator,1,1,AECOM
Pre-Construction & Cost,Chief MEPS Estimator,1,1,Hunter Roberts Construction Group
Pre-Construction & Cost,Commercial/Cost Management - Data Centers,1,1,Microsoft
Pre-Construction & Cost,Construction Cost Control Manager,1,1,Vantage
Pre-Construction & Cost,Construction Cost Manager,1,1,Vantage
Pre-Construction & Cost,Construction Estimating & Cost Optimization Manager - AMER Region Data Center Construction,1,1,Yondr
Pre-Construction & Cost,Construction Estimator,1,1,National Technology Integrators
Pre-Construction & Cost,Construction Project Coordinator / Estimator,1,1,Lawrence Livermore National Laboratory
Pre-Construction & Cost,Cost Control Manager - Data Center Development,1,1,Applied Digital
Pre-Construction & Cost,Cost Estimator-SPW,1,1,DPR Construction
Pre-Construction & Cost,Cost Manager II,1,1,Cumming Group
Pre-Construction & Cost,Cost Manager- Data center & Healthcare,1,1,Cumming Group
Pre-Construction & Cost,Data Center Business Unit - Mechanical and Electrical Preconstruction Lead,1,1,Fortis Construction
Pre-Construction & Cost,Data Center Cost & Commercial Management,1,1,OpenAI
Pre-Construction & Cost,Data Center Preconstruction Manager,1,1,Meta
Pre-Construction & Cost,DataCenter Cost Management Lead,1,1,Microsoft
Pre-Construction & Cost,Deployment Strategy - Senior Global Strategic Cost Lead,1,1,Meta
Pre-Construction & Cost,"Director - Pursuits, Preconstruction & Project Controls",1,1,Beale
Pre-Construction & Cost,Director of Concrete Services,1,1,GH Phipps Construction Companies
Pre-Construction & Cost,Director of Pre-Construction,1,1,Crusoe
Pre-Construction & Cost,Director of Preconstrction - Healthcare,1,1,Hensel Phelps
Pre-Construction & Cost,Director of Preconstructi,1,1,Yates Construction
Pre-Construction & Cost,"Director of Preconstruction , AMER",1,1,Yondr
Pre-Construction & Cost,Director of Preconstruction - Electrical,1,1,Skanska
Pre-Construction & Cost,Director of Preconstruction and Operations,1,1,Pan-Pacific Mechanical
Pre-Construction & Cost,"Director of Preconstruction, Mission Critical",1,1,Shawmut Design and Construction
Pre-Construction & Cost,Director Preconstruction/Estimating - STO Mission Critical,1,1,STO Building Group
Pre-Construction & Cost,"Director, construction cost & finance",1,1,Vantage
Pre-Construction & Cost,"Director, Cost Controls",1,1,Crusoe
Pre-Construction & Cost,"Director, Cost Management",1,1,NTT
Pre-Construction & Cost,"Director, Data Center Preconstruction Program",1,1,American Real Estate Partners
Pre-Construction & Cost,"Director, Global Cost Estimating",1,1,Digital Realty
Pre-Construction & Cost,"Director, Pre-Construction - Data Centers",1,1,Gray
Pre-Construction & Cost,"Director, Preconstruction Services",1,1,Kraus‑Anderson
Pre-Construction & Cost,Electrical Estimator,1,1,Accenture
Pre-Construction & Cost,Electrical Preconstruction Manager,1,1,The Weitz Company
Pre-Construction & Cost,Electrical Preconstruction Manager - Hyperscaler Campus Lead,1,1,Clayco
Pre-Construction & Cost,Estimating Department Manager,1,1,T5 Data Centers
Pre-Construction & Cost,Estimating Director,1,1,Archkey Solutions
Pre-Construction & Cost,Estimating Manager / Project Controls Manger,1,1,Bechtel
Pre-Construction & Cost,Estimating Professional Senior Level,1,1,Jacobs
Pre-Construction & Cost,Estimator/ Project Manager,1,1,Rosendin Electric
Pre-Construction & Cost,Founding Head of Estimating and Procurement,1,1,MeltPlan
Pre-Construction & Cost,"Global Cost Management Lead, Data Centers",1,1,Microsoft
Pre-Construction & Cost,Global Services - Senior Estimator,1,1,STO Building Group
Pre-Construction & Cost,Jacob Nyen,1,1,DPR Construction / OES Equipment
Pre-Construction & Cost,Lead Cost Estimator,1,1,Jacobs
Pre-Construction & Cost,Lead Estimator/Assistant Project Manager,1,1,Hensel Phelps
Pre-Construction & Cost,Lead Estimator; Mission Critical,1,1,Suffolk Construction
Pre-Construction & Cost,Manager of Americas Estimating,1,1,Microsoft
Pre-Construction & Cost,"Manager of Construction Management, Cost Estimating",1,1,Kaiser Permanente National Facilities Design & Construction
Pre-Construction & Cost,MEP Estimating Consultant (Contract),1,1,T5 Data Centers
Pre-Construction & Cost,MEP Estimator,1,1,DPR Construction
Pre-Construction & Cost,MEP Manager– Preconstruction,1,1,Whiting-Turner Contracting
Pre-Construction & Cost,MEP Pre-Construction Manager,1,1,McCarthy Building Companies
Pre-Construction & Cost,MEP Preconstruction Manager - Mission Critical,1,1,Layton Construction
Pre-Construction & Cost,Metro Cost Lead,1,1,Microsoft
Pre-Construction & Cost,Metro Cost Lead - Central WA,1,1,Microsoft
Pre-Construction & Cost,Metro Cost Management Lead,1,1,Microsoft
Pre-Construction & Cost,Metro Senior Cost Manager,1,1,Microsoft
Pre-Construction & Cost,Mission Critical Chief Estimator,1,1,Hensel Phelps
Pre-Construction & Cost,National Advanced Technology MEP Preconstruction Manager,1,1,Turner Construction
Pre-Construction & Cost,Portfolio Estimating Lead,1,1,Microsoft
Pre-Construction & Cost,Pre-Construction Cost Lead,1,1,Microsoft
Pre-Construction & Cost,Pre-Construction | Digital Infrastructure Group,1,1,Crusoe
Pre-Construction & Cost,Precon Lead,1,1,DPR Construction
Pre-Construction & Cost,Preconstruction & Planning Lead (Execution Manager) – Data Center Infrastructure,1,1,Meta
Pre-Construction & Cost,Preconstruction and Project Controls Senior Manager,1,1,DC BLOX
Pre-Construction & Cost,Preconstruction Director - Mission Critical,1,1,McCarthy Building Companies
Pre-Construction & Cost,Preconstruction Executive - Advanced Technology Group,1,1,Turner Construction
Pre-Construction & Cost,Preconstruction Executive - Mission Critical,1,1,Russell
Pre-Construction & Cost,"Preconstruction Lead, Mountain States Business Unit",1,1,DPR Construction
Pre-Construction & Cost,Preconstruction Leader - Northeast Region,1,1,DPR Construction
Pre-Construction & Cost,PreConstruction Manager,1,1,Kiewit
Pre-Construction & Cost,Preconstruction Manager - Mission Critical,1,1,Layton Construction
Pre-Construction & Cost,Preconstruction manager -2,1,1,Bobbitt
Pre-Construction & Cost,Preconstruction Manager for Estimating,1,1,Meta
Pre-Construction & Cost,"Preconstruction Manager, Data Centers",1,1,PCL Construction
Pre-Construction & Cost,Principal Cost Management Metro Lead - Data Center Construction,1,1,Microsoft
Pre-Construction & Cost,Principal Cost Manager,1,1,NTT
Pre-Construction & Cost,Principal Estimator,1,1,Microsoft
Pre-Construction & Cost,Principal Regional Cost Lead,1,1,Microsoft
Pre-Construction & Cost,Program Manager - Cost Controls,1,1,Google
Pre-Construction & Cost,Program Manager - Strategic Estimating,1,1,Google
Pre-Construction & Cost,Program Manager | Area Cost Lead,1,1,Google
Pre-Construction & Cost,"Program Manager, Data Center Preconstruction",1,1,Google
Pre-Construction & Cost,Project cost estimator -Data centre infrastructure solutions,1,1,Tate
Pre-Construction & Cost,Project Engineer II / Estimator,1,1,The Walsh Group - Walsh Construction & Archer Western
Pre-Construction & Cost,Project Executive - Preconstruction Services,1,1,Pepper Construction Group
Pre-Construction & Cost,Project Manager - Cost Controls,1,1,Turner Construction
Pre-Construction & Cost,"Project Manager, Estimator",1,1,Kiewit
Pre-Construction & Cost,Project Preconstruction Manager,1,1,Turner Construction
Pre-Construction & Cost,Quantity Surveyor/Cost Estimator - Integrated Device Manufacturing & Data Center Construction,1,1,AtkinsRéalis - Intel
Pre-Construction & Cost,Regional Construction Cost Estimator,1,1,Google
Pre-Construction & Cost,Regional Estimating Lead,1,1,Google
Pre-Construction & Cost,Regional Estimating Manager,1,1,Google
Pre-Construction & Cost,Regional Estimator,1,1,Microsoft
Pre-Construction & Cost,Senior Commercial Manager,1,1,Equinix
Pre-Construction & Cost,Senior Construction Cost Estimator,1,1,Crusoe
Pre-Construction & Cost,"Senior Construction Manager, Preconstruction",1,1,Crusoe
Pre-Construction & Cost,Senior Consultant,1,1,Turner and Townsend
Pre-Construction & Cost,"Senior Cost & Project Controls Manager | MRICS, PrQS, PMAQS | Mission Critical | Data Centers",1,1,SLS Consultants
Pre-Construction & Cost,Senior Cost Engineer Leader,1,1,M C Dean
Pre-Construction & Cost,"Senior Cost Manager, Construction",1,1,Crusoe
Pre-Construction & Cost,Senior CSA Estimator,1,1,Accenture
Pre-Construction & Cost,"Senior Director, Data Center Construction Cost & Finance",1,1,Vantage
Pre-Construction & Cost,"Senior Director, Pre-construction APAC",1,1,Vantage
Pre-Construction & Cost,"Senior Director, Preconstruction",1,1,CloudHQ
Pre-Construction & Cost,Senior Electrical Cost Manager,1,1,Aligned Data Centers
Pre-Construction & Cost,Senior Estimating Manager,1,1,Gilbane Building
Pre-Construction & Cost,Senior Estimator & BIM,1,1,Miller and Long DC Concrete Construction
Pre-Construction & Cost,Senior Estimator - Concrete,1,1,McCarthy Building Companies
Pre-Construction & Cost,Senior Estimator - Data Center Construction,1,1,Lemartec Corporation a MasTec
Pre-Construction & Cost,Senior Estimator / Cost Manager,1,1,Currie & Brown
Pre-Construction & Cost,Senior Estimator / Pre-construction Lead - Self Perform,1,1,Turner Construction
Pre-Construction & Cost,Senior Manager Cost,1,1,Crusoe
Pre-Construction & Cost,Senior Manager of Estimating,1,1,Beale
Pre-Construction & Cost,Senior Manager Program Cost,1,1,Beale
Pre-Construction & Cost,"Senior Manager, Construction Cost",1,1,Vantage
Pre-Construction & Cost,"Senior Manager, Cost Control",1,1,QTS Data Centers
Pre-Construction & Cost,"Senior Manager, Cost Controls",1,1,Rowan Digital Infrastructure
Pre-Construction & Cost,"Senior Manager, Preconstruction, North America",1,1,Vantage
Pre-Construction & Cost,Senior MEP Cost Estimator - Hyperscale Data Center,1,1,Accenture
Pre-Construction & Cost,Senior Pre-construction Manager,1,1,Crusoe
Pre-Construction & Cost,Senior Preconstruction and Estimating Manager,1,1,JE Dunn Construction
Pre-Construction & Cost,Senior Preconstruction Manager - Chicago Business Unit,1,1,Turner Construction
Pre-Construction & Cost,Senior Project Preconstruction Manager,1,1,Turner Construction
Pre-Construction & Cost,Sr Electrical Estimator,1,1,Accenture
Pre-Construction & Cost,Sr Preconstruction Manager - Mechanical,1,1,The Weitz Company
Pre-Construction & Cost,Sr. Cost Manager,1,1,NTT Global Data Centre
Pre-Construction & Cost,Sr. Estimating Manager,1,1,JE Dunn Construction
Pre-Construction & Cost,Sr. Estimator,1,1,Structure Tone Southwest
Pre-Construction & Cost,"Sr. Lead CSA (Civil, Structural, and Architectural) Estimator",1,1,Kiewet
Pre-Construction & Cost,Sr. M&E Preconstruction Manager (Mission Critical),1,1,Fortis Construction
Pre-Construction & Cost,Sr. Manager - Preconstruction,1,1,CloudHQ
Pre-Construction & Cost,Sr. MEP Estimator,1,1,Suffolk Construction
Pre-Construction & Cost,Strategic Construction Estimator,1,1,Microsoft
Pre-Construction & Cost,Strategic Cost Estimator,1,1,Microsoft
Pre-Construction & Cost,Strategic Estimating Lead,1,1,Microsoft
Sales & Leasing,Sales Director,19,13,atNorth Data Center; CoreSite; DataBank; Digital Realty; Equinix; H5 Data Centers; KevlinX; Lefdal Mine Data Centers; Nation Data Center; Prime Data Centers; Pulsant; Scandinavian Data Centers; Stellium Data Centres - The Data Meridian
Sales & Leasing,Global Account Director,8,4,BGO; CyrusOne; Global Switch; Switch
Sales & Leasing,Vice President of Sales,8,8,Element Critical; GreenScale Data Centres; Novva Data Centers; OPCORE SAS; Sabey Data Centers; T5 Data Centers; TierPoint; Vantage
Sales & Leasing,Director,7,7,BLACK FAN CONSULTING LIMITED; CloudHQ; GWRE; NDC-GARBE Data Centers Europe; QTS Data Centers; STACK Infrastructure; WSP in the UK & Ireland
Sales & Leasing,Senior Account Director,5,4,Csquare; DataBank; Equinix; nLighten
Sales & Leasing,Senior Vice President of Sales,5,5,DAMAC Digital; DC BLOX; Green Mountain Global Data Centers; TERRANOVA; Vantage
Sales & Leasing,Account Director,4,4,CyrusOne; Datum Datacentres; Digital Realty; Equinix
Sales & Leasing,Account Executive,4,1,QTS Data Centers
Sales & Leasing,Client Executive,3,3,Apto; Digital Realty; Equinix
Sales & Leasing,"Director, Cloud Sales",3,1,Compass Datacenters
Sales & Leasing,Regional Sales Director,3,3,Equinix; Evoque Data Center Solutions; Flexential
Sales & Leasing,Senior Account Executive,3,2,QTS Data Centers; TierPoint
Sales & Leasing,Senior Director of Sales,3,1,CoreSite
Sales & Leasing,Sr. Director of Sales,3,2,Aligned Data Centers; CoreSite
Sales & Leasing,"Vice President, Leasing",3,2,Sabey Data Centers; Yondr
Sales & Leasing,Business Development,2,2,Apto; T5 Data Centers
Sales & Leasing,Business Development Director,2,2,Pure Data Centres; Salute EMEA
Sales & Leasing,"Client Executive, Global Key Accounts",2,1,Digital Realty
Sales & Leasing,Commercial Sales Manager,2,1,Digital Realty
Sales & Leasing,Director Sales,2,2,DAMAC Digital; Digital Realty
Sales & Leasing,Executive Vice President,2,2,CloudHQ; Skybox Datacenters
Sales & Leasing,Head of Data Centers,2,2,Cerebras; VGP
Sales & Leasing,Head of Sales,2,2,DATA4; Global Technical Realty
Sales & Leasing,Regional Vice President of Sales,2,2,DataBank; Flexential
Sales & Leasing,Vice President of Business Development,2,2,Princeton Digital Group; T5 Data Centers
Sales & Leasing,VP Hyperscale,2,2,EdgeConneX; STACK Infrastructure
Sales & Leasing,(former) AVP EMEA,1,1,CyrusOne
Sales & Leasing,"(former) Senior Commercial Director and EMEA Team Principal, Equinix Hyperscale",1,1,Equinix
Sales & Leasing,(Global) Enterprise Account Director,1,1,Digital Realty
Sales & Leasing,Account Director - Data Centres,1,1,Redcentric Data Centres
Sales & Leasing,Account Director at Colt Data Centre Services,1,1,Colt Data Centre Services
Sales & Leasing,"AI Business Development Director, EMEAI & APeJ, Datacenter GPU",1,1,AMD
Sales & Leasing,AI Infrastructure - EMEA/APAC,1,1,Google
Sales & Leasing,Alliance Director - Hewlett-Packard Enterprise (HPE),1,1,Equinix
Sales & Leasing,"Business Development Director | Advanced Data Centres for Cloud, AI, HPC and Enterprise",1,1,Kao Data
Sales & Leasing,Business Development Europe,1,1,CyrusOne
Sales & Leasing,"Business Development, Hyperscale & Strategic Accounts - EMEA",1,1,Iron Mountian
Sales & Leasing,CEO & Founder,1,1,Femnexa
Sales & Leasing,CEO and Executive Director,1,1,Sabey Data Centers
Sales & Leasing,Channel Sales Director,1,1,Digital Realty
Sales & Leasing,Chief Sales Officer,1,1,Equinix
Sales & Leasing,Client Director,1,1,Virtus Data Centers
Sales & Leasing,"Client Executive, Global Solutions",1,1,Digital Realty
Sales & Leasing,CMO & SVP Sales,1,1,Serverfarm
Sales & Leasing,Commercial and Business Development Director,1,1,IREN
Sales & Leasing,Commercial Director,1,1,Tillion Data Centers
Sales & Leasing,Commercial Sales,1,1,Digital Realty
Sales & Leasing,Commercial Sales and Marketing Director,1,1,Ark Data Centres
Sales & Leasing,"Commercial Senior Director, Construction",1,1,EdgeCore Digital Infrastructure
Sales & Leasing,Country Director of Business Development at Green Mountain Data Centres,1,1,Green Mountain AS - Data centres
Sales & Leasing,Data Center,1,1,Google
Sales & Leasing,Data Center Commercial Director,1,1,Mainova WebHouse
Sales & Leasing,Data Center Practice Lead -EMEA,1,1,Bloom Energy
Sales & Leasing,Data Center Sales,1,1,Cisco Systems
Sales & Leasing,Data Center Selection Manager,1,1,Cloudflare
Sales & Leasing,"Data Center Selection Manager, EMEA",1,1,Cloudflare
Sales & Leasing,Data Center Transactions & Leasing,1,1,Anthropic
Sales & Leasing,Data Center Transactions and Leasing,1,1,Anthropic
Sales & Leasing,Data Centre Sales Specialist,1,1,NTT
Sales & Leasing,Data Centre Supply Solutions - EMEA Amazon Web Services,1,1,AWS
Sales & Leasing,Director - Sales,1,1,Khazna Data Centers
Sales & Leasing,Director Colocation,1,1,Bulk Data Centers
Sales & Leasing,Director Commercial Sales Dach,1,1,Digital Realty
Sales & Leasing,Director Commercial Sales Europe North,1,1,Digital Realty
Sales & Leasing,Director EMEA Sales,1,1,Nscale
Sales & Leasing,Director of Account Management,1,1,QTS Data Centers
Sales & Leasing,Director Of Business Development,1,1,Kao Data
Sales & Leasing,Director of Business Development APAC,1,1,EdgeConneX
Sales & Leasing,"Director of Hyperscale, Platform and AI Sales",1,1,nLighten
Sales & Leasing,Director of Leasing,1,1,Sabey Data Centers
Sales & Leasing,Director Of Sales West,1,1,CentersquareDC
Sales & Leasing,Director of Sales West,1,1,QTS Data Centers
Sales & Leasing,Director Of Sales: Strategic Accounts,1,1,QTS Data Centers
Sales & Leasing,Director of Strategic Accounts,1,1,Switch
Sales & Leasing,Director Sales Europe & Global Accounts,1,1,Colt Data Centre Services
Sales & Leasing,Director Sales Germany,1,1,Virtus Data Centers
Sales & Leasing,"Director Sales, Europe",1,1,Edged
Sales & Leasing,"Director, Customer Construction",1,1,Vantage
Sales & Leasing,"Director, Customer Construction, NA",1,1,Vantage
Sales & Leasing,"Director, DACH Sales",1,1,AtlasEdge
Sales & Leasing,"Director, EMEA Commercial Sales",1,1,Equinix
Sales & Leasing,"Director, Global Infrastructure",1,1,Google
Sales & Leasing,"Director, Hyperscale Sales",1,1,NTT
Sales & Leasing,"Director, Hyperscale Sales North America",1,1,Vantage
Sales & Leasing,"Director, Hyperscale Solutions",1,1,QTS Data Centers
Sales & Leasing,"Director, Sales - Hyperscale",1,1,atNorth
Sales & Leasing,"Director, Strategic Accounts",1,1,EdgeConneX
Sales & Leasing,EMEA Tech lead for 3PDC / GCP,1,1,Google
Sales & Leasing,Enterprise Account Executive,1,1,Equinix
Sales & Leasing,Enterprise Director,1,1,Digital Realty
Sales & Leasing,Enterprise Sales Director,1,1,Redcentric Data Centres
Sales & Leasing,EVP Business Development,1,1,Corscale Data Centers
Sales & Leasing,EVP of Hyperscale Sales,1,1,QTS Data Centers
Sales & Leasing,EVP Sales East Region,1,1,QTS Data Centers
Sales & Leasing,"Executive Group Director, Sales and Strategic Accounts",1,1,Global Switch
Sales & Leasing,Executive Vice President & Partner,1,1,Stream Data Centers
Sales & Leasing,Executive Vice President (EVP) of Revenue,1,1,Aligned Data Centers
Sales & Leasing,Executive Vice President of Enterprise Sales,1,1,QTS Data Centers
Sales & Leasing,Executive Vice President of Sales - East Region,1,1,QTS Data Centers
Sales & Leasing,Executive Vice President-Hyperscale Division,1,1,Switch
Sales & Leasing,General Counsel and Chief Commercial Officer,1,1,QII
Sales & Leasing,Global Account Director at BGO Datacenters,1,1,BGO Data Centre
Sales & Leasing,Global AI & HPC Infrastructure GTM Lead-Cloud,1,1,Sesterce
Sales & Leasing,Global Client Director,1,1,Equinix
Sales & Leasing,"Global Managing Director, Hyperscale",1,1,Iron Mountian
Sales & Leasing,Global Sales Director,1,1,Digital Realty
Sales & Leasing,"GM and VP EMEA, Verkada",1,1,Verkada
Sales & Leasing,"Group Director, Commercial",1,1,Global Switch
Sales & Leasing,"Group Director, Sales",1,1,Global Switch
Sales & Leasing,"Head of BD, Sales & Marketing",1,1,GARBE.DC
Sales & Leasing,Head of Business Development Department,1,1,APL expert en data centers
Sales & Leasing,Head of Commercial,1,1,Apatura
Sales & Leasing,"Head of Commercial - Data Center - Europe, the Middle East, India",1,1,Panattoni
Sales & Leasing,Head of Data Center Leasing & Investments,1,1,Google
Sales & Leasing,Head of Data Center Solutions- EMEA- VP Sales,1,1,Siemens
Sales & Leasing,Head of Data Centers EMEA,1,1,Colliers
Sales & Leasing,Head of Enterprise and AI,1,1,Ark Data Centres
Sales & Leasing,Head of Leasing and Transactions,1,1,hscale
Sales & Leasing,Head of NA Strategy and Business Development,1,1,Vantage
Sales & Leasing,Head of Sales - APAC,1,1,EdgeConneX
Sales & Leasing,Head Of Sales - Data Centres,1,1,Polaris Data Centre
Sales & Leasing,Head of Sales - Iberia,1,1,Mediterra DataCenters
Sales & Leasing,Head of Sales - Major Accounts,1,1,Pulsant
Sales & Leasing,Head of Sales and Customer Success,1,1,Digital Realty
Sales & Leasing,Head of Sales and Marketing at BGO DataCenters,1,1,BGO
Sales & Leasing,Head of Sales Germany,1,1,Equinix
Sales & Leasing,Head of Strategic Accounts Group,1,1,DATA4
Sales & Leasing,"HPC, AI, Datacentre & Hybrid Cloud Sales Specialist",1,1,Computacenter
Sales & Leasing,Hyperscale Global Accounts Director,1,1,Digital Realty
Sales & Leasing,Hyperscale Sales Lead West Africa,1,1,Equinix
Sales & Leasing,"Hyperscale Sales, Japan",1,1,NTT
Sales & Leasing,Hyperscale Solutions Director Europe,1,1,QTS Data Centers
Sales & Leasing,International Account Director,1,1,Digital Realty
Sales & Leasing,Leiter Business Development Data Centers,1,1,Decision Advisory Group
Sales & Leasing,Manager of Data Center Sales,1,1,CoreSite
Sales & Leasing,National Account Manager,1,1,QTS Data Centers
Sales & Leasing,Principal,1,1,SELF Infrastructure
Sales & Leasing,Principal CEO,1,1,mlharris.com
Sales & Leasing,Principal l Business Development l Data Center l Digital Infrastructure l APAC,1,1,Ada Infrastructure
Sales & Leasing,Regional Director of Sales,1,1,DataBank
Sales & Leasing,Regional Relationship Manager,1,1,Vantage
Sales & Leasing,"Regional Sales Director, Bay Area",1,1,Equinix
Sales & Leasing,Sales & Account Director Hyperscaler,1,1,maincubes Secure Datacenters
Sales & Leasing,Sales & Partners Senior Manager - presso Cloud Europe - Mediterra Group,1,1,Mediterra DataCenters
Sales & Leasing,Sales - Wholesale Colocation,1,1,QTS Data Centers
Sales & Leasing,Sales Director - Enterprise Solutions,1,1,Digital Realty
Sales & Leasing,Sales Director - Hyperscale,1,1,AtlasEdge
Sales & Leasing,Sales Director - International Accounts,1,1,NTT
Sales & Leasing,Sales Director - New Business,1,1,Stellanor Datacentres
Sales & Leasing,Sales Director at Verne,1,1,Verne
Sales & Leasing,Sales Director Colocation Europe,1,1,atNorth
Sales & Leasing,Sales Director EMEA,1,1,Edged
Sales & Leasing,Sales Director Global Account,1,1,Digital Realty
